	Gene	wt	00-06	06-12	12-18	18-24	24-30	30-36
YCL028W	RNQ1	43.66	42.88	61.06	26.25	13.21	19.53	47
YCL027W	FUS1	4.15	6.01	7.18	0.23	1.3	1.2	3.3
YCL025C	AGP1	9.92	13.33	58.68	15.8	9.83	9.05	9.78
YCL024W	KCC4	7.56	10.36	14.33	3.27	11.74	12.19	5.04
YCL018W	LEU2	35.91	34.67	262.91	39.72	0.23	4.77	26.67
YCL017C	NFS1	32.45	28.2	129.37	27.57	26.6	31.63	34.64
YCL016C	DCC1	6.67	8.9	116.87	23.58	18.75	17.37	13.1
YCL014W	BUD3	13.95	12.62	25.34	9.82	18.83	11.1	5.01
YCL012C	YCL012C	10.25	11.99	19.23	5.49	8.06	11.35	12.94
YCL011C	GBP2	21.99	25.96	43.65	14.8	9.38	12.34	21.6
YCL009C	ILV6	84.12	68.08	88.73	27.14	17.74	30.38	112.71
YCL008C	STP22	5.88	5.21	18.88	4.4	7.52	6.98	12.76
YCL005W-A	VMA9	24.94	24.41	24.08	8.58	13.36	9.95	17.19
YCL005W	LDB16	6.21	5.04	39.2	6.16	9.71	10	8.22
YCL004W	PGS1	5.93	9.49	7.45	0.23	0.23	3.56	5.36
YCL001W	RER1	20.23	30.27	27.26	9.19	10.06	13.63	10.91
YCR002C	CDC10	14.72	22.85	29.45	10.99	7.19	11.47	19.52
YCR003W	MRPL32	4.43	5.49	5.24	0.23	3.47	1.68	3.21
YCR004C	YCP4	46.22	82.34	42.62	13.38	13.77	30.61	31.67
YCR005C	CIT2	12.81	15.57	38.7	6.01	0.23	3.91	22.76
YCR008W	SAT4	13.35	15.11	24.26	3.73	6.53	11.11	15.57
YCR009C	RVS161	19.56	27.17	48.28	15.67	20.52	27.12	22.74
YCR011C	ADP1	22.46	20.66	54.07	7.91	6.7	12.33	19.57
YCR012W	PGK1	72.74	67.29	-574.1	55.8	2.9	7.02	200.51
YCR017C	CWH43	33.53	27.6	50.27	10.91	11	17.94	15.64
YCR018C	SRD1	7.51	8.52	32.05	6.26	6.05	0.23	6.95
YCR019W	MAK32	4.84	10.84	18.95	3.65	9.99	9.4	5.55
YCR020C	PET18	4.05	7.96	18.56	0.23	2.42	2.48	6.39
YCR020C-A	MAK31	16.92	14.85	40.88	10.01	23.49	16.33	13.06
YCR023C	YCR023C	15	15.35	51.56	13.63	3.5	6.04	12.38
YCR024C	SLM5	6.53	6.31	10.88	0.23	0.54	0.23	2.87
YCR024C-A	PMP1	7.39	5.16	14.18	6.7	0.23	1.05	4.69
YCR026C	NPP1	8.55	8.49	37.54	9.95	13.21	12.87	7.25
YCR027C	RHB1	4.91	6.79	62.27	9.56	16.22	19.48	7.57
YCR028C	FEN2	14.51	11.77	-1185.7	32.16	22.69	71.19	44.04
YCR028C-A	RIM1	31.46	41.17	32.98	19.19	26.74	17.79	25.39
YCR030C	SYP1	11.5	9.8	24.69	0.23	3.04	5.2	6.65
YCR032W	BPH1	8.04	6.95	17.93	8.55	2.7	4.08	7.56
YCR033W	SNT1	6.03	6.98	31.85	10.99	7.15	3.03	5.21
YCR034W	FEN1	26.28	23.44	102.28	34.58	27.58	42.96	27.36
YCR035C	RRP43	11.29	12.7	44.17	8.43	10.6	10.94	12.36
YCR036W	RBK1	13.76	27.92	24.81	7.42	10.02	9.58	8.69
YCR037C	PHO87	15.02	13.67	30.1	13.66	9.39	3.49	8.35
YCR042C	TAF2	9.84	9.82	35.96	5.49	5.04	8.15	16.53
YCR044C	PER1	24.67	23.78	89.13	20.98	23.43	21.24	18.08
YCR046C	IMG1	18.23	13.9	37.62	15.07	7.8	5.27	8.34
YCR047C	BUD23	6.01	8.79	56.07	18.32	20.76	40.08	22.72
YCR048W	ARE1	17.76	16.1	107.39	14.25	5.84	8.62	19.8
YCR052W	RSC6	18.81	20.96	61.05	20.73	20.23	25.38	21.34
YCR053W	THR4	41.47	50.48	70.44	27.23	22.21	27.3	45.09
YCR054C	CTR86	7.48	8.64	45.06	19.61	10.7	6.97	7.5
YCR057C	PWP2	7.32	11.39	21.38	9.07	18.74	23.53	9.2
YCR059C	YIH1	21.4	20.7	40.93	11.47	25.42	28.42	21.46
YCR060W	TAH1	20.89	18.71	20.93	14.44	21.48	15.1	18.98
YCR065W	HCM1	6.91	6.63	21.82	3.32	8.29	13.14	8.03
YCR066W	RAD18	5.74	6.51	39.27	12.65	3.31	2.18	5.69
YCR067C	SED4	7.98	7.09	21.09	0.71	1.85	1.86	2.65
YCR069W	CPR4	18.8	18.27	39.5	4.8	1.52	3.97	8.63
YCR071C	IMG2	7.08	8.12	25.03	3.27	3.97	3.21	4.09
YCR072C	RSA4	11.73	16.69	38.48	12.11	18.34	19.35	15.62
YCR073C	SSK22	8.25	8.77	33.15	5.54	7.27	7.44	9.22
YCR073W-A	SOL2	23.33	30.89	58.93	15.85	20.84	31.94	24.67
YCR075C	ERS1	16.86	19.59	87.36	20.26	15.81	11.23	11.53
YCR077C	PAT1	11.97	14.51	30.06	10.04	6.78	8.69	7.22
YCR079W	PTC6	3.9	5.62	33.91	6.9	1.67	5.69	8.28
YCR081W	SRB8	18.97	18.61	54.26	15.04	19.41	7.09	15.73
YCR082W	AHC2	12.45	11.68	17.17	6.62	10.32	4.38	5.88
YCR083W	TRX3	36.94	30.8	82.89	17.42	10.54	8.43	17.74
YCR084C	TUP1	15.44	17.79	19.29	5.07	8.2	14.75	7.88
YCR086W	CSM1	5.05	5.7	10.73	2.55	11.53	6.58	5.8
YCR088W	ABP1	38.69	56.9	26.24	12.28	16.77	24.77	26.96
YCR089W	FIG2	3.32	4.58	7.43	0.23	2.64	0.23	1.88
YCR092C	MSH3	7.07	7.83	37.31	8.05	6.66	9.26	7.29
YCR093W	CDC39	5.79	11.15	12.47	6.44	4.24	1.93	0.23
YCR094W	CDC50	30	27.95	266.8	29.58	31.68	19.88	25.57
YDL243C	AAD4	3.86	4.86	25.7	8.79	2.97	1.71	4.01
YDL240W	LRG1	6.03	7.5	22.77	6.97	0.23	2.12	3.29
YDL237W	YDL237W	53.72	68.29	72.25	30.49	62.73	37.79	25.69
YDL236W	PHO13	22.96	21	-19826.66	46.4	26.3	27.06	22.37
YDL235C	YPD1	6.03	11.45	28.23	8.35	5.18	5.59	6.68
YDL234C	GYP7	9.19	9.19	43.07	8.78	8.09	9.36	10.51
YDL231C	BRE4	6.75	6.82	16.76	4.04	4.24	4.95	5.13
YDL230W	PTP1	9.48	10.51	43.07	4.23	8.79	23.16	12.09
YDL229W	SSB1	66.76	58.31	-4658.11	54.73	4.13	12.63	400.25
YDL227C	HO	12.75	14.7	39.76	22.27	11.56	6.35	8.05
YDL226C	GCS1	27.96	25.52	184.03	43.78	26.24	49.54	43.91
YDL225W	SHS1	7.47	12.05	23.81	14.32	5.85	7.66	13.15
YDL224C	WHI4	5.82	6.32	23.09	0.23	2.49	5.03	5.69
YDL219W	DTD1	27.23	40.38	52.63	16.66	20.4	15.94	15.51
YDL217C	TIM22	4.98	6.35	51.16	16.09	4.68	7.31	6.24
YDL215C	GDH2	8.21	9.14	30.86	2.93	2.54	5.97	10.15
YDL213C	NOP6	14.9	17.85	24.15	10.64	8.02	13.05	17.86
YDL212W	SHR3	42.45	39.84	97.85	33.27	29.4	34.09	23.69
YDL209C	CWC2	5.58	6.21	16.46	0.23	6.91	9.11	5.47
YDL208W	NHP2	13.24	9.96	15.48	8.81	6.05	5.67	8.57
YDL207W	GLE1	8.82	8.84	59.41	8.01	7.59	9.26	13.3
YDL205C	HEM3	14.38	16.35	96.42	35.11	28.27	30.73	12.31
YDL203C	ACK1	9.98	10.04	30.81	5.54	7.23	9.95	8.57
YDL202W	MRPL11	5.11	7.24	18.59	2.31	2.39	5.83	5.13
YDL201W	TRM8	19.4	20	33.07	13.34	12.31	7.06	11.43
YDL200C	MGT1	15.73	21.27	38.67	18.93	11.83	13.27	10.76
YDL198C	GGC1	19.77	34.16	36.7	21.5	22.14	19.95	9.92
YDL195W	SEC31	13.13	16.17	9.86	3.66	3.42	5.8	5.8
YDL193W	NUS1	12.42	15.02	44.08	7.1	7.9	6.93	16.21
YDL192W	ARF1	40.31	39.48	46.1	19.1	13.14	13.6	25.7
YDL190C	UFD2	16.1	18.57	34.47	5.45	4.24	6.28	15.27
YDL189W	RBS1	10.93	10.67	49.54	11.12	4.82	7.69	15.05
YDL188C	PPH22	17.33	16.09	38.19	11.12	7.59	19.07	12.75
YDL185W	TFP1	55.93	72.38	54.38	26.6	8	24.85	66.12
YDL182W	LYS20	19.28	19.59	43.77	11.63	6.05	9.72	26.65
YDL181W	INH1	17.49	16.41	8.99	2.85	5.46	3.6	6.37
YDL179W	PCL9	4.2	3.26	34.7	5.03	4.26	2.74	4.52
YDL178W	DLD2	10.12	19.8	38.09	4.61	8.85	13	8.06
YDL176W	YDL176W	4.86	5.39	16.66	3.01	6.42	7	5.54
YDL175C	AIR2	5.68	7.25	44.61	11.24	6.27	9.62	10.22
YDL174C	DLD1	19.78	36.85	26.81	7.59	18.65	19.03	12.68
YDL173W	YDL173W	14.9	16.76	46.61	5.72	9.03	14.8	14.03
YDL171C	GLT1	31.86	35.87	41.39	16.77	15.75	19.42	13.93
YDL170W	UGA3	4.57	8.31	28.95	7.7	6.71	11.42	5.47
YDL168W	SFA1	39.59	33.84	2082.05	50.14	17.37	22.62	49.97
YDL167C	NRP1	11.42	6.43	99.33	28.53	14.25	12.6	40.15
YDL166C	FAP7	12.75	16.24	29.8	14.87	21.22	10.28	9.74
YDL165W	CDC36	8.03	15.29	19.86	14.06	47.89	16.31	8.63
YDL164C	CDC9	11.57	13.24	33.18	10.06	9.08	9.04	11.44
YDL161W	ENT1	8.92	6.7	62.47	13.69	5.73	8.19	14.64
YDL160C	DHH1	15.33	20.04	101.55	21.13	38.88	70.27	25.77
YDL159W	STE7	6.77	7.85	64.22	4.22	4.67	12.38	12.31
YDL155W	CLB3	4.95	5.65	25.57	11.04	9.37	3.71	4.73
YDL153C	SAS10	14.48	15.71	62.2	23.81	39.09	54.93	38.04
YDL150W	RPC53	8.68	8.67	44.81	29.27	24.57	16.51	14.59
YDL148C	NOP14	11.99	13.93	53.22	20.99	55.44	82.37	31.19
YDL147W	RPN5	15.67	18.61	134.37	23.96	13.89	12.06	21.7
YDL145C	COP1	23.58	39.26	14.97	6.49	12.11	14.54	8.63
YDL143W	CCT4	29.67	36.84	103.25	29.18	12.96	13.35	26.29
YDL142C	CRD1	8.43	5.88	98.44	35.75	8.31	5.38	9.68
YDL141W	BPL1	16.6	16.2	39.35	16.04	16.4	15.97	8.67
YDL140C	RPO21	6.94	6.54	12.35	4.35	0.58	2.17	7.59
YDL138W	RGT2	4.01	5.14	15.45	0.23	0.23	2.2	3.74
YDL137W	ARF2	33.56	33.83	31.18	11.53	9.61	10	16.46
YDL135C	RDI1	26.82	23.55	37.43	12.43	20.71	15.77	15.62
YDL134C	PPH21	14.96	12.36	39	6.75	4.85	8.01	17.18
YDL132W	CDC53	16.54	12.35	65.17	8.27	9.12	13	20.54
YDL131W	LYS21	21.16	21.95	35.15	18.98	8.01	19.35	37.98
YDL130W-A	STF1	18.46	33.83	1.32	0.23	2.71	6.26	7.09
YDL128W	VCX1	17.85	21.23	87.77	11.37	11.17	14.02	18.59
YDL126C	CDC48	49.86	57.36	56.75	14.17	8.72	19.26	31.69
YDL125C	HNT1	26.57	29.76	22.48	7.77	5.83	6.22	13.55
YDL124W	YDL124W	12.48	15.56	46.95	3.24	5.97	14.62	19.74
YDL123W	SNA4	2.91	3.72	19.26	0.23	3.53	15.08	7.31
YDL122W	UBP1	9.31	9.31	32.46	0.64	5.03	7.33	9.5
YDL120W	YFH1	21.88	18.52	36.59	10.12	20.18	14.35	11.44
YDL117W	CYK3	6.08	6.76	26.64	3.36	7.6	3.8	6.17
YDL116W	NUP84	8.77	11.23	33.63	9.72	9.7	8.97	12.9
YDL115C	IWR1	3.7	8.63	33.8	7.29	5.17	4.69	3.49
YDL113C	ATG20	9.6	11.54	71.57	12.53	0.23	7.06	9.04
YDL112W	TRM3	14.14	14.25	31.81	15.05	13.6	9.78	12.92
YDL111C	RRP42	7.07	11.37	36.8	13.86	15.81	8.81	5.45
YDL108W	KIN28	12.25	9.89	76.08	14.2	7.61	7.09	11.94
YDL107W	MSS2	8.1	10.02	52.3	4.85	2	4.65	10.03
YDL106C	PHO2	4.36	4.73	45.05	1.47	3.3	4.56	8.97
YDL103C	QRI1	22.05	27.44	84.46	27.44	24.22	24.15	24.94
YDL102W	POL3	9.86	10.48	25.07	7.77	12.52	15.4	10.27
YDL101C	DUN1	9.44	11.64	42.23	5.03	7.35	6.83	13.47
YDL100C	GET3	65.51	69.71	106.47	42.22	45.81	56.27	43.28
YDL099W	BUG1	9.03	11.48	26.04	7.41	6.06	4.61	6.08
YDL098C	SNU23	12.43	10.73	54.46	6.72	7.08	5.9	9.57
YDL097C	RPN6	16.79	20.27	81.47	12.2	9.69	12.26	14.82
YDL095W	PMT1	26.76	33.42	31.06	12.07	12.64	17.69	15.17
YDL093W	PMT5	21.72	20.34	138.47	16.55	13.92	20.67	14.8
YDL092W	SRP14	16.21	10.3	64.15	19.02	19.14	6.75	12.89
YDL091C	UBX3	5.39	5.79	22.94	0.23	0.23	3.49	4.29
YDL090C	RAM1	10.88	13.92	30.6	10.77	13.24	21.37	17.15
YDL089W	YDL089W	14.33	17.54	32.69	4.64	4.08	7.9	15.5
YDL088C	ASM4	7	8.18	25.66	1.78	2.91	7.41	6.36
YDL084W	SUB2	75.32	61.6	220.19	34.12	5.61	11.61	75.29
YDL080C	THI3	8.48	10.46	38.93	6.64	8.25	12.36	9.93
YDL078C	MDH3	43	49.66	57.37	18.36	29.3	60.24	35.69
YDL077C	VAM6	11.77	8.25	31.52	5.66	7.41	6.4	10.43
YDL076C	RXT3	8.72	7.8	19.97	1.81	3.92	7.7	9.73
YDL074C	BRE1	12.86	16.19	27.71	5.02	4.58	8.14	10.92
YDL072C	YET3	18.27	21.92	31.84	7.91	7.51	6.67	18.2
YDL070W	BDF2	9.3	17.39	29.8	6.39	5.13	19.02	10.32
YDL069C	CBS1	5.63	9.4	8.73	0.23	2.82	3.83	2.81
YDL066W	IDP1	148.43	107.18	67.16	31.91	13.13	25.63	82.87
YDL065C	PEX19	10.27	11.59	53.41	14.31	8.11	10.9	13.3
YDL064W	UBC9	28.01	27.89	32.73	12.1	14.27	9.99	8.2
YDL060W	TSR1	14.24	14.57	38.92	11.67	16.75	22.39	16.76
YDL059C	RAD59	6.09	6.69	36.24	12.22	6.27	7.09	7.21
YDL058W	USO1	9.51	15.48	14.92	6.87	13.16	8.49	4.99
YDL056W	MBP1	6.8	9.1	20.27	9.02	2.39	4.61	4.64
YDL055C	PSA1	37.25	33.32	-1548.79	60.56	9.06	19.83	37.52
YDL054C	MCH1	14.83	14.01	36.89	6.07	19.32	12.52	10.85
YDL053C	PBP4	8.28	9.23	12.33	1.86	4.88	6.66	5.82
YDL052C	SLC1	18.02	16.41	47.3	16.49	11.9	17.08	12.86
YDL051W	LHP1	21.89	26.46	42.46	18.71	26.95	39.27	38.81
YDL049C	KNH1	5.87	8.26	15.34	4.52	6.57	9.68	10.87
YDL047W	SIT4	5.66	9.6	18.85	3.42	9	22.32	12.8
YDL046W	NPC2	17.78	18.3	21.74	5.44	4.52	8.03	14.09
YDL045C	FAD1	9.27	10.27	44.54	10.08	4.54	5.05	8.28
YDL044C	MTF2	6.12	6.55	34.02	5.57	0.23	1.59	4.95
YDL043C	PRP11	4.28	6.56	42.07	18.22	19.06	11.6	6.92
YDL042C	SIR2	7.05	8.9	33.69	13.6	12.98	9.85	7.56
YDL040C	NAT1	25.29	34.18	24.92	13.05	38.91	30.83	14.75
YDL036C	PUS9	8.91	15.03	32.61	29.48	44.46	32.43	33.16
YDL035C	GPR1	7.93	8.18	29.01	8.27	3.97	6.77	6.8
YDL033C	SLM3	6.3	7.77	38.92	26.92	12.17	11.25	17.79
YDL031W	DBP10	12.3	14.89	25.69	14.13	15.5	14.5	9.77
YDL030W	PRP9	6.78	9.04	70.36	44.16	19.46	11.89	18.34
YDL029W	ARP2	29.88	29.98	239.48	41.45	25.56	28.67	42.1
YDL028C	MPS1	5.24	6.55	21.26	3.22	4.26	5.26	6.13
YDL022W	GPD1	17.28	25.5	14.88	18.08	0.23	4.51	94.76
YDL020C	RPN4	8.03	9.6	30.66	2.46	0.23	4.85	15.55
YDL019C	OSH2	10.24	16.71	19.74	4.62	3.2	7.4	6.75
YDL018C	ERP3	13.11	16.42	33.52	12.31	8.54	6.32	5.8
YDL017W	CDC7	6.64	8.53	32.29	5.39	5.82	8.7	11.93
YDL015C	TSC13	36.25	34.62	117.35	23.79	10.65	14.67	42.17
YDL014W	NOP1	26.87	30.58	117.73	33.03	46.07	56.66	29.63
YDL013W	SLX5	5.01	10.14	13.86	0.23	3.33	6.37	8.48
YDL010W	GRX7	9.38	8.59	41.7	7.73	4.9	5.26	10.09
YDL008W	APC11	16.97	16.99	42.25	13.83	12.13	8.02	11.5
YDL007W	RPT2	16.66	23.33	44.2	15.59	17.42	16.46	13.61
YDL006W	PTC1	6.32	5.85	51.37	10.1	5.77	5.29	6.84
YDL005C	MED2	6.99	5.49	40.88	6.75	2.3	5.98	10.52
YDL004W	ATP16	21.96	25.95	22.32	8.68	15.5	20.34	15.3
YDL003W	MCD1	7.55	9.03	23.91	3.12	1.86	4.98	7.35
YDL002C	NHP10	4.4	6.42	16.19	2.29	9.19	14.62	5.44
YDL001W	RMD1	6.36	11.04	15.11	2.54	5.71	8.26	8.35
YDR001C	NTH1	20.92	21.02	44.03	1.31	5.87	12.76	31.28
YDR002W	YRB1	40.23	47.82	54.83	17.79	14.66	19.88	46.04
YDR003W	RCR2	4.64	7.66	5.69	0.23	1.89	6.13	7.23
YDR004W	RAD57	5.88	7.06	56.84	8.03	5.48	5.34	10.09
YDR005C	MAF1	4.54	6.61	47.55	9.66	6.95	7.05	8.95
YDR006C	SOK1	8.81	7.44	25.92	1.63	0.23	3.19	6.55
YDR007W	TRP1	23.55	25.89	60.67	19.69	27.36	22.35	12.14
YDR011W	SNQ2	11.79	15.65	29.63	9.01	6.5	6.34	13.83
YDR013W	PSF1	5.92	6.77	15.03	4.6	5.58	3.24	2.34
YDR016C	DAD1	8.7	12.8	17.24	11.21	7.32	2.95	3.15
YDR017C	KCS1	7.89	10.6	23.08	13.06	10.78	7.3	5.94
YDR019C	GCV1	23.19	25.36	64.55	21.71	10.48	10.84	13.54
YDR021W	FAL1	6.6	7.07	35.89	10.05	6.77	14.02	19.32
YDR022C	CIS1	11.82	14.49	9.54	3.63	4.88	3.96	5.17
YDR023W	SES1	51.46	60.53	131.37	36.7	22.48	35.51	140.54
YDR026C	YDR026C	8.58	10.7	38.67	16.16	15.25	9.59	6.71
YDR027C	VPS54	9.23	8.16	33.22	6.94	2.48	1.38	8.7
YDR028C	REG1	7.38	10.49	17.43	2.16	9.19	13.75	3.31
YDR031W	MIC14	7.5	6.95	34.31	4.2	1.84	4.11	4.22
YDR032C	PST2	94.71	76.85	150.07	28.14	12.18	15.62	49.34
YDR033W	MRH1	36.47	33.73	1946.46	57.87	31.39	61.89	152.52
YDR034C	LYS14	7.61	9.18	25.34	6.79	3.8	7.6	5.69
YDR035W	ARO3	35.92	35.94	160.75	34.43	33.69	76.28	37.91
YDR036C	EHD3	15.5	13.06	54.78	9.06	7.63	10.18	13.18
YDR037W	KRS1	41.43	48.68	78.73	36.94	13.4	19.15	75.22
YDR038C	ENA5	8.71	14.54	17.63	8.04	3.62	7.44	9.14
YDR039C	ENA2	9.66	14.77	26.41	6.63	0.23	6.62	18.94
YDR040C	ENA1	9.66	14.77	26.41	6.63	0.23	6.62	18.94
YDR041W	RSM10	6.44	10.04	29.67	0.23	0.23	2.29	3.83
YDR043C	NRG1	1.91	3.33	15.43	0.23	0.23	2.58	2.86
YDR044W	HEM13	18.15	20.01	116.58	34.32	33.9	22.54	25.83
YDR045C	RPC11	7.83	11.21	35.93	21.8	24.32	12.76	5.68
YDR046C	BAP3	7.13	15.89	26.07	17.62	16.94	16.87	5.9
YDR047W	HEM12	10.45	13.89	46.97	20.26	8.9	11.76	9.11
YDR050C	TPI1	44.51	38.57	233.05	39.06	1.24	4	68.02
YDR051C	YDR051C	11.87	16.36	50.99	26.98	10.32	8.2	13.08
YDR052C	DBF4	3.57	3.46	22.37	7.36	1.8	1.27	2.62
YDR054C	CDC34	1.44	5.91	25.27	10.31	9.65	6.16	5.24
YDR055W	PST1	8.59	8.26	60.16	27.17	12.59	8.95	8.83
YDR058C	TGL2	7.96	11.27	35.03	4.75	5.46	8.08	10.35
YDR059C	UBC5	11.14	10.46	27.81	3.12	4	1.47	3.48
YDR060W	MAK21	18.79	19.08	46.4	16.59	10.13	12.63	13.35
YDR062W	LCB2	29.41	33.96	103.04	27.85	10.99	15.21	31.15
YDR063W	YDR063W	16.92	16.12	21.75	12.76	9.42	5.54	8.9
YDR068W	DOS2	9.72	11.96	29.33	7.77	5.29	6.28	6.58
YDR069C	DOA4	6.15	5.51	18.15	0.23	0.23	3.76	4.13
YDR071C	PAA1	21.37	23.74	68.67	13.41	9.7	9.25	14.57
YDR072C	IPT1	5.26	6.75	30.26	2.3	1.29	7.52	7.88
YDR073W	SNF11	4.42	5.25	19.08	2.57	3.59	7.67	4.97
YDR074W	TPS2	8.76	10.16	38.57	0.23	0.23	7.79	24.61
YDR075W	PPH3	4.95	7.49	45.84	21.8	12.5	5.27	5.98
YDR077W	SED1	34.04	29.69	119.42	19.05	4.32	8.18	57.02
YDR078C	SHU2	7.53	9.21	55.11	11.51	6.63	3.31	8.79
YDR079W	PET100	5.36	5.08	18.32	4.31	0.23	0.23	3.05
YDR079C-A	TFB5	11.83	16.72	15.37	9.11	11.42	6.59	6.4
YDR080W	VPS41	10.28	9.24	32.88	6.19	9.16	8.17	10.94
YDR081C	PDC2	4.1	5.08	24.43	7.34	3.88	4.33	5.12
YDR082W	STN1	5.33	7.4	40.3	6.43	3.27	4.48	7.46
YDR083W	RRP8	10.09	13.48	35.83	24.42	37.97	24.59	20.32
YDR084C	TVP23	21.3	24.22	27.8	12.09	9.74	9.62	10.03
YDR085C	AFR1	10.18	12.55	41.99	0.23	1.51	7.21	10.66
YDR086C	SSS1	17.56	12.27	22.12	13	3.37	5.54	16.78
YDR087C	RRP1	24.9	19.12	71.77	24	13.75	19.87	41.45
YDR088C	SLU7	3.75	6.56	15.97	1.4	6.13	12.75	6.03
YDR091C	RLI1	21.49	17.69	72.53	25.68	32.8	35.48	20.78
YDR092W	UBC13	16.21	16.21	22.28	11.22	10.5	3.85	10.88
YDR093W	DNF2	13.75	16.9	39.53	15.86	9.09	8.47	12.15
YDR096W	GIS1	7.15	7.68	18.79	0.23	0.23	6.24	7.26
YDR097C	MSH6	13.94	11.8	42.69	14.42	16.47	15.39	19.5
YDR098C	GRX3	27.45	38.25	37.52	20.25	38.15	25.54	21
YDR099W	BMH2	26.51	28.15	63.03	17.27	7.49	11.56	23.53
YDR100W	TVP15	18.25	21.84	30.61	14.63	14.84	9.88	7.46
YDR101C	ARX1	13.86	16.66	44.57	17.92	16.91	17.63	9.27
YDR103W	STE5	7.62	9.11	24.76	3.18	4.18	4.89	4.1
YDR105C	TMS1	13.58	18.38	46.4	10.77	6.25	9.05	14.05
YDR107C	TMN2	26.6	27.55	72.74	20.66	27.62	36.61	19.4
YDR108W	GSG1	7.7	6.69	46.85	13.56	7.02	4.14	3.7
YDR110W	FOB1	9.59	8.27	59.48	23.72	8.42	8.84	14.41
YDR113C	PDS1	5.95	8.51	35.03	8.73	8.81	8.5	10.89
YDR116C	MRPL1	4.15	5.62	30.5	5.84	2.11	2.58	2.74
YDR117C	TMA64	13.81	12.61	41.72	19.04	18.26	11.19	13.84
YDR118W	APC4	9.71	7.3	72.38	20.58	4.09	2.9	8.28
YDR120C	TRM1	18.61	25.36	112.05	42.52	34.9	43.4	42.07
YDR121W	DPB4	9.83	11.56	34.31	11.42	22.88	12.62	11.1
YDR122W	KIN1	10.02	8.18	38.7	12.77	2.29	3.23	6.92
YDR127W	ARO1	26.55	30.74	34.61	14.53	15.52	18.68	33.46
YDR128W	YDR128W	16.47	14.83	28.45	13.26	27.72	17.72	12.14
YDR129C	SAC6	40.24	35.25	82.9	22.59	11.34	19.65	28.57
YDR130C	FIN1	5.86	7.79	39.2	10.5	6.46	6.7	7.67
YDR135C	YCF1	39.64	35.52	57.15	19.11	17.46	11.63	16.7
YDR137W	RGP1	5.89	8.01	41.67	14.12	5.19	4.57	9.29
YDR139C	RUB1	15.4	17.45	16.47	16.55	11.71	4.82	6.43
YDR140W	MTQ2	8	12.03	32.49	23.55	26.56	17.07	8.03
YDR141C	DOP1	10.22	13.62	20.69	11.19	32.99	13.99	5.44
YDR142C	PEX7	4.01	5.89	43.9	13.1	6.39	2.64	6.87
YDR143C	SAN1	6	4.74	44.15	10.56	4.84	3.47	7.3
YDR144C	MKC7	15.67	17.47	26.55	14.42	6.14	6.03	7.09
YDR145W	TAF12	10.04	11.18	71.32	15.89	9.56	14.89	15.25
YDR146C	SWI5	7.49	10.61	30.77	6.37	3.68	12.86	8.58
YDR147W	EKI1	6.98	8.97	26.29	4.89	4.84	6.56	6.43
YDR148C	KGD2	32.55	38.42	167.53	35.74	27.92	45.08	34.09
YDR150W	NUM1	11.39	21.42	16.73	6.15	11.8	8.3	6.69
YDR151C	CTH1	6.39	6.55	40.15	3.01	4.41	9.15	11.28
YDR152W	GIR2	11.35	12.75	56.22	7.56	11.86	7.95	14.08
YDR153C	ENT5	6.29	6.14	21.75	2.15	0.23	3.41	15.61
YDR155C	CPR1	53.68	37.51	46.66	16.86	0.23	2.28	30.45
YDR156W	RPA14	7.81	7.64	7.93	0.23	5.12	5.29	8.69
YDR158W	HOM2	84	73.52	136.34	36.88	14.94	23.48	196.01
YDR159W	SAC3	5.17	6.7	22.48	4.04	1.18	2.53	4.67
YDR162C	NBP2	5.72	5.3	101.4	20.51	10.58	6.55	10.23
YDR163W	CWC15	4.16	8.75	12.03	4.87	7.73	5.92	3.44
YDR164C	SEC1	7.77	10.99	28.31	9.16	3.59	5.33	11.54
YDR165W	TRM82	16.97	17.48	77.7	27.18	13.34	20.01	20.88
YDR166C	SEC5	7.97	8.88	22.87	6.84	11.1	8.15	6.98
YDR167W	TAF10	11.58	13.05	27.97	13.35	10.02	5.66	8.34
YDR168W	CDC37	23.91	27.7	51.25	21.53	20.48	18.36	25.44
YDR169C	STB3	6.05	6.14	23.14	3.42	2.3	4.09	5.02
YDR170C	SEC7	36.98	37.31	28.14	10.15	14.15	12.69	13.5
YDR171W	HSP42	19.92	45.58	13.25	1.97	0.23	5.6	50.15
YDR172W	SUP35	25.45	27.93	88.59	21.68	16.98	30.76	25.36
YDR173C	ARG82	7.52	8.85	19.4	1.21	7.29	18.16	11.27
YDR174W	HMO1	18.01	25.64	32.42	12.04	8.06	10.67	17.67
YDR175C	RSM24	5.77	7.22	22.84	0.23	5.57	9.93	8.11
YDR176W	NGG1	4.9	8.11	21.01	1.77	3.52	6.8	9.1
YDR177W	UBC1	7.98	12.65	35.66	9.9	15.03	13.02	11.13
YDR178W	SDH4	13.95	21.52	37.21	3.27	3.85	6.11	12.51
YDR179C	CSN9	5.13	7.59	14.86	3.09	17.17	29.55	9.54
YDR180W	SCC2	10.09	9.56	23.62	7.39	6.34	5.97	7.89
YDR181C	SAS4	4.22	9.83	35.97	11.83	13.3	7.16	5.74
YDR182W	CDC1	30.77	31.36	42.24	14.65	9.22	8.27	13.06
YDR183W	PLP1	10.03	15.32	41.98	15.5	15.14	9.52	9.03
YDR184C	ATC1	4.95	5.05	26.48	8.58	6.35	10.65	7.89
