	Gene	wt	00-06	06-12	12-18	18-24	24-30	30-36
YCL029C	BIK1	6.75	5.39	1.04	2.36	3.87	3.53	3.99
YCL028W	RNQ1	7.73	8.12	7.39	12.97	25.55	15.33	8.11
YCL027W	FUS1	24.89	16.32	11.07	308.87	112.16	122.97	43.39
YCL025C	AGP1	74.33	52.03	13.94	24.37	30.64	23.33	18.49
YCL024W	KCC4	5.68	6.62	1.95	6.02	2.44	1.19	1.6
YCL018W	LEU2	224.81	159.22	173.43	306.45	19325.9	834.39	212.34
YCL017C	NFS1	12.43	13.99	6.94	11.8	13.45	10.01	6.97
YCL016C	DCC1	6.83	6.4	0.74	1.69	2.57	3.12	4.47
YCL014W	BUD3	8.81	11.24	4.27	8.01	4.57	6.36	8.3
YCL012C	YCL012C	8.14	9.9	5.08	15.66	15.35	12	7.68
YCL011C	GBP2	53.21	39.4	32.76	74.75	105.09	79.07	40.9
YCL009C	ILV6	27.13	29.57	41.45	68.47	78.1	39.96	14.56
YCL008C	STP22	10.87	13.5	2.74	14.35	13.65	12.41	6.35
YCL005W-A	VMA9	38.91	39.03	37.73	68.06	53.5	71.49	30.82
YCL005W	LDB16	13.78	18.29	3.63	16.87	13.35	8.71	11.34
YCL004W	PGS1	11.94	8.43	7.63	331.68	530.87	35.35	23.37
YCL001W	RER1	28.21	28.45	27.68	71.09	73.65	52.39	34.91
YCR002C	CDC10	15.82	14.51	12.26	29.23	50.46	31.63	15.78
YCR003W	MRPL32	35.29	33.54	31.45	740.5	62.89	130.45	54.93
YCR004C	YCP4	11.47	12.66	18.17	49.35	73.27	38.38	28.18
YCR005C	CIT2	121.2	92.16	38.17	120.86	5001.63	440.01	156.57
YCR008W	SAT4	25.16	25.51	13.32	72.11	81.48	56.8	36.09
YCR009C	RVS161	30.19	29.23	18.64	43.96	53.34	41.87	36.66
YCR011C	ADP1	17.05	18.83	10.89	37.77	72.23	47.69	29.75
YCR012W	PGK1	132.91	91.21	154.26	258.26	1530.48	603.41	158.23
YCR017C	CWH43	10.4	13.31	7.65	21.75	28.71	17.65	15.37
YCR018C	SRD1	33.38	26	8.8	30.79	34.34	959.69	46.44
YCR019W	MAK32	8.69	6.58	2.11	12.07	9.69	10.81	13.53
YCR020C	PET18	9.08	5.09	1.73	164.39	42.32	49.62	18.57
YCR020C-A	MAK31	13.15	15.31	7.38	21.21	10.24	14.99	12.85
YCR023C	YCR023C	12.97	10.4	5.29	10.79	37.85	24.83	13.99
YCR024C	SLM5	7.46	8.1	3.08	79.58	76.3	199.54	21.21
YCR024C-A	PMP1	304.97	299.17	206.8	369.52	6161.77	1356.88	354.68
YCR026C	NPP1	3.86	5.38	0.76	1.4	1.37	1.23	2.61
YCR027C	RHB1	11.06	11.31	1.25	4.26	3.65	2.6	6.68
YCR028C	FEN2	4.96	5.58	1.15	2.45	2.16	0.56	2.33
YCR028C-A	RIM1	35.65	35.22	42.37	67.47	48.89	62.98	34.11
YCR030C	SYP1	4.94	7.32	3.46	238.1	45.26	35.14	23.04
YCR032W	BPH1	6.27	7.72	1.91	3.32	12.9	9.72	6.92
YCR033W	SNT1	29.34	28.2	4.19	4.64	7.84	27.57	21.42
YCR034W	FEN1	26.67	30.81	11.3	15.21	16.57	6.82	5.72
YCR035C	RRP43	16.69	15.51	3.67	12.02	12.19	11.32	10.62
YCR036W	RBK1	8.09	7.23	4.85	15.86	24.48	32.43	23.8
YCR037C	PHO87	13.42	13.13	4.47	7.12	8.83	13.73	7.42
YCR042C	TAF2	18.7	20.27	3.89	14.41	29.8	30.42	18.42
YCR044C	PER1	17.1	17.94	7.38	14.3	12.08	13.39	11.78
YCR046C	IMG1	20.82	25.37	10.21	10.24	12.22	16.96	12.65
YCR047C	BUD23	24.61	22.15	2.07	4.35	3.67	1.28	1.79
YCR048W	ARE1	9.81	10.25	3.82	11.96	24.69	17.63	10.97
YCR052W	RSC6	10.35	10.31	3.81	6.67	9.55	7.29	6.74
YCR053W	THR4	43.26	42.05	42.46	69.91	71.65	51.89	25.47
YCR054C	CTR86	11.45	10.95	1.4	1.51	3.31	5.33	7.11
YCR057C	PWP2	39.04	30.76	6.59	12.91	7.62	3.17	3
YCR059C	YIH1	7.58	7.03	4.64	11.56	6.51	4.07	3.7
YCR060W	TAH1	10.1	11.77	8.19	10.01	7.12	8.4	3.85
YCR065W	HCM1	25.45	31.16	6.54	39.23	26.79	18.53	34.76
YCR066W	RAD18	5.94	6.29	0.9	1.45	4.66	10.93	8.42
YCR067C	SED4	11.76	14.07	3.96	47.86	34.26	37.15	27.22
YCR069W	CPR4	7.33	8.76	4.91	26.01	95.12	49.67	22.63
YCR071C	IMG2	24.6	29.46	5.17	20.65	27.43	47.16	34.21
YCR072C	RSA4	18.4	19.31	3.01	6.55	8.05	7.29	6.33
YCR073C	SSK22	5.94	5.29	1.07	3.34	4.3	5.24	3.39
YCR073W-A	SOL2	12.4	14.29	8.07	20.48	28.69	22.04	19.13
YCR075C	ERS1	6.25	6.97	2.72	5.18	7.18	10.76	10.9
YCR077C	PAT1	22.59	22.18	7.21	11.36	21.27	16.25	19.18
YCR079W	PTC6	10.05	7.4	1.05	2.4	17.03	8.69	11.88
YCR081W	SRB8	6.46	6.77	2.29	4.1	2.95	5.81	5.86
YCR082W	AHC2	43.7	51.71	32	61.41	49.19	123.56	93.01
YCR083W	TRX3	4.94	5.67	4.32	7.51	11.69	15.15	8.71
YCR084C	TUP1	28.73	29.79	17.42	41.5	38.1	19.65	25.74
YCR086W	CSM1	12.21	16.25	5.65	24.09	9.91	14.51	8.95
YCR088W	ABP1	6.41	8.01	8.5	20.06	28.07	18.52	8.73
YCR089W	FIG2	11.13	12.89	2.79	68.32	16.39	208.08	22.48
YCR092C	MSH3	9.58	9.83	1.42	3.72	8.12	7.62	7.49
YCR093W	CDC39	47.7	40.2	13.62	19.12	23.03	60.08	400.14
YCR094W	CDC50	6.99	8.68	2.66	5.1	5.2	5.57	4.79
YDL243C	AAD4	6.06	4.66	1.12	2.32	6.9	11.55	6.45
YDL240W	LRG1	17.46	14.16	2.79	2.59	38.41	6.65	10.09
YDL237W	YDL237W	5.17	6.43	5.45	8.56	7.06	8.07	6.81
YDL236W	PHO13	35.39	38.3	12.68	21.33	30.52	26.03	29.13
YDL235C	YPD1	32.78	30.62	9.16	22.78	49.37	59.06	42.81
YDL234C	GYP7	4.68	5.5	0.94	2.63	7	10.89	10.76
YDL231C	BRE4	18.39	18.55	5.5	17.65	33.85	31.16	26.44
YDL230W	PTP1	7.55	9.22	2.1	15.1	20.54	13.02	16.95
YDL229W	SSB1	125.77	92.71	127.6	212.2	896.12	284.02	73.67
YDL227C	HO	36.61	32.26	7.84	5.01	4.6	3.81	1.96
YDL226C	GCS1	9.09	9.8	4.02	5.92	6.61	3.59	5.73
YDL225W	SHS1	25.71	24.03	7.69	12.88	53.59	51.34	26.22
YDL224C	WHI4	25.14	26.05	5.06	268.91	63.35	37.34	35
YDL219W	DTD1	9.82	8.82	6.21	11.4	13.33	19.23	14.12
YDL217C	TIM22	16.26	17.22	1.91	3.35	10.62	9.43	16.6
YDL215C	GDH2	11.53	10.87	3.51	24.93	89.04	49.19	26.64
YDL213C	NOP6	32.68	28.39	16.1	32.26	50.66	25.37	8.46
YDL212W	SHR3	27.23	32.02	22.51	44.16	30.35	23.21	22.78
YDL209C	CWC2	12.75	13.08	3.88	230.05	13.31	8.07	10.09
YDL208W	NHP2	161.84	181.06	121.9	165.46	186.44	159.45	62.66
YDL207W	GLE1	16.55	17.43	3.34	13.98	18.13	16.01	9.64
YDL205C	HEM3	10.26	9.65	2.57	3.97	3.76	3.04	7.52
YDL203C	ACK1	8.95	9.21	2.68	8.97	11.62	9.25	10.33
YDL202W	MRPL11	23.81	25.85	6.79	34.42	65.02	33.95	28.85
YDL201W	TRM8	20.98	20.77	8.56	16.52	17.41	22.51	7.48
YDL200C	MGT1	4.8	4.17	1.66	2.65	4.89	5.68	6.3
YDL198C	GGC1	31.51	30.85	18.62	20.6	16.47	10.04	7.93
YDL195W	SEC31	20.83	21.85	13.57	35.69	78.33	45.66	22.3
YDL193W	NUS1	8.7	8.96	3.27	16.31	22.9	23.73	11.74
YDL192W	ARF1	73.37	73.62	80.48	139.21	159.03	146.54	75.29
YDL190C	UFD2	19.46	17.82	10.24	35.67	86.23	76.86	29.46
YDL189W	RBS1	20.02	20.15	4.62	10.82	29.18	21.86	14.5
YDL188C	PPH22	14.74	17.03	9.1	19.6	33.34	12.23	17.34
YDL185W	TFP1	45.86	37.64	53.93	95.46	249.96	93.53	42.01
YDL182W	LYS20	51.39	54.02	27.56	66.33	152.13	101.19	40.02
YDL181W	INH1	10.4	11.88	20.99	58.93	41.78	74.97	37.16
YDL179W	PCL9	27.84	34.26	3.16	12.26	15.96	17.55	11.68
YDL178W	DLD2	17.65	15.7	5.44	28.17	30.78	26.92	25.96
YDL176W	YDL176W	8.24	8.18	1.05	4.57	6.45	7.8	7.44
YDL175C	AIR2	9.12	7.01	1.17	4.44	7.96	6.43	6.93
YDL174C	DLD1	15.27	15.61	13.56	44.75	37.08	32.63	30.05
YDL173W	YDL173W	18.09	20.29	6.35	27.13	29.69	27.9	33.48
YDL171C	GLT1	31.15	30.84	26.83	44.97	37.82	16.43	13.38
YDL170W	UGA3	20.5	16.14	2.32	9.16	18.98	14.75	17.05
YDL168W	SFA1	12.76	14.7	6.92	13.16	32.98	36.14	33.13
YDL167C	NRP1	30.8	34.61	3.97	4.12	3.86	1.5	0.88
YDL166C	FAP7	29.36	28.48	9.01	12.31	7.36	10.29	8.93
YDL165W	CDC36	13.15	15.11	4.48	7.08	5.08	9.43	8.04
YDL164C	CDC9	8.53	9.69	3.36	8.15	12.96	13.58	7.22
YDL161W	ENT1	10.62	12.94	2.65	7.23	21.33	16.83	10.68
YDL160C	DHH1	12.04	13.44	4.21	10.71	9.14	4.79	11.25
YDL159W	STE7	8.55	8.11	1.01	8.59	18.33	11.7	12.83
YDL155W	CLB3	25.59	25.93	3.56	5.07	7.7	19.94	16.88
YDL153C	SAS10	26.38	23.68	6.17	9.42	5.94	2.4	1.66
YDL150W	RPC53	20.5	21.71	3.78	3.64	3.8	3.39	3.36
YDL148C	NOP14	21.49	20.15	3.96	6.94	3.5	1.35	1.18
YDL147W	RPN5	39.66	37.85	13.09	30.58	53.84	66.06	53.74
YDL145C	COP1	30.63	34.36	34.25	78.46	92.88	62.47	36.9
YDL143W	CCT4	57.41	48.39	31.65	56.05	102.09	87.3	47.48
YDL142C	CRD1	4.62	6.03	0.96	1.21	4.55	9.46	8.93
YDL141W	BPL1	9.64	10.62	4.05	7.54	7.58	5.76	9.42
YDL140C	RPO21	58.2	60.03	26.77	55.51	446.62	102	34.67
YDL138W	RGT2	12.2	10.58	1.87	131.63	226.74	27.53	19.4
YDL137W	ARF2	29.24	29.72	39.09	68.6	82.92	80.52	53.34
YDL135C	RDI1	16.16	20.55	14.96	35.32	23.67	28.15	24.06
YDL134C	PPH21	18.54	20.22	9.76	39.86	75.18	52.29	24.43
YDL132W	CDC53	10.2	12.18	3.3	11.98	18.33	16.59	12.01
YDL131W	LYS21	38.35	35.83	24.09	44.5	103.49	51	19.59
YDL130W-A	STF1	2.5	2.77	56.42	621.66	102.12	66.51	50.32
YDL128W	VCX1	28.92	29.83	13.3	53.48	60.34	43.04	33.56
YDL126C	CDC48	39.65	35.74	41.02	105.47	203.48	107.21	64.79
YDL125C	HNT1	54.2	52.11	65.24	180.97	286.02	272.36	121.17
YDL124W	YDL124W	13.82	16.9	8.36	100.95	120.63	65.34	44.96
YDL123W	SNA4	20.93	26.91	5.46	425.79	68.56	22.06	25.97
YDL122W	UBP1	23.65	28.69	5.44	201.03	60.1	42.23	21.11
YDL120W	YFH1	8.18	11.29	5.91	15.77	9.17	10.81	10.14
YDL117W	CYK3	25.34	23.28	3.56	13.63	12.63	22.35	12.79
YDL116W	NUP84	35.64	29.14	6.87	16.73	31.74	36.8	22.3
YDL115C	IWR1	18.68	11.2	1.2	4.42	14.09	22.11	23.34
YDL113C	ATG20	4.23	3.38	1.22	2.9	251.59	19.34	13.63
YDL112W	TRM3	25.44	22.33	8.99	13.89	12.18	11.02	7.08
YDL111C	RRP42	34.09	32.89	8.1	14.67	18.7	28.04	24.88
YDL108W	KIN28	5.23	7.06	1.18	3.51	8.75	12.2	7.23
YDL107W	MSS2	3.56	3.5	0.65	3.84	14.69	10.66	6.44
YDL106C	PHO2	15.75	14.52	1.89	30.49	36.07	29.82	17.52
YDL103C	QRI1	11.81	13.18	5.52	9.94	16.23	15.59	12.43
YDL102W	POL3	10.2	13.11	2.81	5.92	6.7	4.92	5.95
YDL101C	DUN1	10.93	10.22	3.06	14.05	22.56	20.67	10.96
YDL100C	GET3	19.33	22.34	22.39	39.1	37.66	30.63	25.84
YDL099W	BUG1	25.65	22	8.8	21.18	38.28	47.6	28.43
YDL098C	SNU23	5.96	8.09	1.85	8.17	9.46	17.47	12.18
YDL097C	RPN6	11.93	12.1	3.91	12.94	21.4	23.34	18.12
YDL095W	PMT1	14.88	19.94	13.72	34.93	48.4	27.18	14.58
YDL093W	PMT5	2.6	2.64	1	2.97	3.21	2	2.89
YDL092W	SRP14	19.35	31.36	8.43	19.32	14.4	40.24	18.37
YDL091C	UBX3	8.26	8.76	2.04	177.62	408.01	47.44	29.34
YDL090C	RAM1	12.17	11.01	4.23	9.67	10.76	6.08	5.61
YDL089W	YDL089W	7.35	7.8	4.56	24.34	53.37	34.66	12.8
YDL088C	ASM4	23.76	22.93	6.26	79.55	105.76	43.09	32.66
YDL084W	SUB2	54.02	46.59	67.31	120.15	373.54	186.2	60.24
YDL080C	THI3	9.83	7.9	1.9	7.48	9.75	6.42	7.81
YDL078C	MDH3	12.53	13.16	13.87	24.87	22.09	11.86	13.27
YDL077C	VAM6	6.25	8.02	1.89	7.67	10.91	14.81	7.77
YDL076C	RXT3	10.95	12.68	6.55	68.36	52.51	30.59	24.7
YDL074C	BRE1	40.94	31.59	13.43	45.19	83.26	51.82	32.7
YDL072C	YET3	11.72	15.18	12.22	52.74	68.59	81.47	35.22
YDL070W	BDF2	40.32	33.58	10.84	46.43	114.21	45.25	30.9
YDL069C	CBS1	5.68	4.67	3.41	143.07	20.74	21.83	20.72
YDL066W	IDP1	23.04	27.33	58.58	91.9	160.45	83.28	32.49
YDL065C	PEX19	20.14	18.83	6.26	16.25	26.22	23	18.23
YDL064W	UBC9	9.92	11.07	8.83	15.71	11.16	12.58	11.87
YDL060W	TSR1	28.74	29.11	6.1	10.76	6.38	2.24	2.55
YDL059C	RAD59	2.54	2.89	0.63	1.12	3.23	3.28	4.73
YDL058W	USO1	16.04	13.56	5.82	10.25	9.48	12.57	12.63
YDL056W	MBP1	10.79	10.49	2.83	3.69	17.41	16.21	18.31
YDL055C	PSA1	119.63	90.98	89.08	128.14	238.37	84.27	45.72
YDL054C	MCH1	6.83	10.14	3.22	9.84	5.68	7.05	6.96
YDL053C	PBP4	22.34	26.26	16.84	90.67	53.25	40.56	37.91
YDL052C	SLC1	31.48	40.21	18.25	31.11	27.3	14.4	19.77
YDL051W	LHP1	24.95	26.89	17.16	33.62	26.97	13.38	5.34
YDL049C	KNH1	4.54	3.64	1.53	4.96	4.27	1.68	1.68
YDL047W	SIT4	49.94	46.88	15.07	72.32	65.69	27.29	23.47
YDL046W	NPC2	25	31.84	33.03	101.63	134.98	68.97	40.85
YDL045C	FAD1	8.64	8.62	2.11	6.11	16.98	18.4	11.18
YDL044C	MTF2	13.28	12.08	1.61	4.51	163.56	42.44	18.32
YDL043C	PRP11	25.31	23.2	2.17	4.23	4.5	4.82	6.47
YDL042C	SIR2	13.13	13.34	2.79	3.61	4.33	3.14	1.82
YDL040C	NAT1	19.67	20.64	13.54	23.55	18.09	16.51	12.69
YDL036C	PUS9	4.33	3.93	0.81	0.83	0.8	0.41	0.24
YDL035C	GPR1	15.15	15.4	2.54	4.15	14.78	20.39	21.88
YDL033C	SLM3	7.4	7.16	1.18	1.17	2.11	1.91	2.64
YDL031W	DBP10	41.53	38.91	9.95	15.71	21.93	17.28	11.55
YDL030W	PRP9	6.9	6.4	0.48	0.43	0.8	1.46	1.84
YDL029W	ARP2	24.19	25.4	12.02	22.38	30.33	33.84	28.47
YDL028C	MPS1	15.62	15	2.6	8.93	19.65	22.17	14.68
YDL022W	GPD1	19.8	24.72	97.79	315.06	17837.2	989.95	252.24
YDL020C	RPN4	38.91	30.33	14.88	193.92	4978.12	308.54	102.17
YDL019C	OSH2	13.1	12.21	5.35	21.48	99.9	58.38	25.4
YDL018C	ERP3	6.67	8.92	3.83	5.57	9.33	10.37	7.59
YDL017W	CDC7	6.56	5.67	0.82	4.5	9.9	10.44	8.62
YDL015C	TSC13	32.69	28.15	26.22	64.78	99.46	73.01	37.2
YDL014W	NOP1	89.49	82.99	35.97	58.15	25.81	11.65	13.96
YDL013W	SLX5	18.8	15.94	4.56	349.74	104.92	65.15	31.74
YDL010W	GRX7	16.78	19.49	7.16	28.04	54.44	62.28	33.51
YDL008W	APC11	7.96	8.3	3.35	6.77	6.21	6.53	4.82
YDL007W	RPT2	29.58	30.11	12.4	26.32	41.05	45.29	43.19
YDL006W	PTC1	11.92	14.32	1.96	5.66	12.5	18.14	16.26
YDL005C	MED2	12.34	15.77	2.88	11	33.66	16.26	11.71
YDL004W	ATP16	34.52	43.13	38.72	96.75	87.77	65.64	44.08
YDL003W	MCD1	19.77	19.47	5.64	29.65	85.27	46.67	31.9
YDL002C	NHP10	18.23	18.75	4.15	29.14	18.07	14.63	21.36
YDL001W	RMD1	17.43	13.12	6.17	30.42	29.77	22.15	13.95
YDR001C	NTH1	5.21	5.5	3.68	122.76	112.78	76.7	35.96
YDR002W	YRB1	42.21	39.33	45.28	112.98	118.95	85.59	40.11
YDR003W	RCR2	12.92	12.82	13.16	589.85	206.58	90.11	39.78
YDR004W	RAD57	12.3	9.11	2.16	8.57	14.5	16.07	11.86
YDR005C	MAF1	18.92	15.15	2.11	6.89	15.49	22.67	19.22
YDR006C	SOK1	31.03	35.15	6.42	62.24	983.63	98.69	49.61
YDR007W	TRP1	10.57	12.86	5.25	11.03	10.83	10.98	14.06
YDR011W	SNQ2	18.15	18.31	7.68	18.27	36.02	39.69	18.66
YDR013W	PSF1	18.68	20.52	7.54	22.73	21.24	37.22	43.51
YDR016C	DAD1	21.3	19.31	10.77	9.94	13.09	41.39	32.74
YDR017C	KCS1	27.71	23.91	5.9	7.65	13.27	21.42	21.15
YDR019C	GCV1	4.59	5.34	3.03	4.31	8.17	7.43	6.06
YDR021W	FAL1	16.23	16.82	1.88	5.77	10.17	5.47	2.75
YDR022C	CIS1	3.84	3.46	4.77	12.57	10.75	12.11	6.84
YDR023W	SES1	50.73	43.81	46.49	81.8	97.78	62.01	25.4
YDR026C	YDR026C	12.65	10.78	2.41	3.19	3.88	6.11	8.9
YDR027C	VPS54	12.63	12.58	3.28	7.46	38.61	103.41	24.73
YDR028C	REG1	11.28	11.37	3.56	16.09	11.34	9.6	19.34
YDR031W	MIC14	8.3	8.47	2.75	11.87	26.29	23.39	25.89
YDR032C	PST2	15.84	19.38	27.38	68.32	121.48	115.56	64.94
YDR033W	MRH1	88.17	72.55	44.27	61.73	54.23	22.87	16.59
YDR034C	LYS14	23.77	21.42	3.86	8	23.15	14.1	15.62
YDR035W	ARO3	26.3	30.04	17.05	33.08	31.91	12.4	17.76
YDR036C	EHD3	11.21	14.43	4.51	15.38	23.58	21.41	19.1
YDR037W	KRS1	69.41	56.09	52.57	87.37	151.6	100.93	28.6
YDR038C	ENA5	16.93	16.88	8.48	13.19	63.39	43.18	24.13
YDR039C	ENA2	29.77	28.63	12.59	29.32	2478.67	200.33	80.76
YDR040C	ENA1	29.77	28.63	12.59	29.32	2478.67	200.33	80.76
YDR041W	RSM10	23.38	23.14	5.04	458.27	1296.98	174.66	85.39
YDR043C	NRG1	23.39	11.84	3.23	245.32	1584.3	287.32	162.67
YDR044W	HEM13	11.81	11.56	3.47	4.87	3.29	4.61	4.13
YDR045C	RPC11	56.16	45.47	10.26	10.98	8.35	15.47	26.32
YDR046C	BAP3	54.31	43.02	10.85	13.02	19.31	16.85	31.55
YDR047W	HEM12	21.29	17.95	4.86	8.42	21.14	19.57	24.16
YDR050C	TPI1	185.48	132.76	184.84	308.01	3294.03	948.09	214.83
YDR051C	YDR051C	19.21	15.43	3.92	5.82	19.87	35.25	23.03
YDR052C	DBF4	18.76	20	1.85	3.05	19.44	32.38	19.43
YDR054C	CDC34	89.35	39.1	5.2	10.93	24.11	43.49	31.62
YDR055W	PST1	21.71	25.92	4.08	5.37	10.8	9.94	8.83
YDR058C	TGL2	3.9	3.78	1.1	7.65	18.24	19.38	13.74
YDR059C	UBC5	4.5	6.07	1.73	9.69	14.33	61.97	33.28
YDR060W	MAK21	56.98	46.97	20.41	31.7	34.7	25.46	12.56
YDR062W	LCB2	35.91	30.96	21.26	44.93	84.59	55.7	30.3
YDR063W	YDR063W	24.2	27.33	20.44	28.27	38.06	57.98	27.99
YDR068W	DOS2	12.42	10.56	3.89	10.89	22.48	20.27	16.71
YDR069C	DOA4	7.63	7.68	1.95	93.83	371.46	35.34	30.23
YDR071C	PAA1	33.46	37.35	19.22	58.7	72.89	91.04	50.43
YDR072C	IPT1	31.5	27.96	5.74	60.95	210.98	43.34	33.38
YDR073W	SNF11	33.99	29.87	10.4	70.14	59.33	27.06	34.48
YDR074W	TPS2	10.52	12.86	5.34	1017.47	5875.37	287.35	119.04
YDR075W	PPH3	17.81	17.36	1.75	2.1	3.2	4.83	4.66
YDR077W	SED1	65.54	72.08	61.16	146.46	569.57	381.62	169.99
YDR078C	SHU2	9.85	7.63	1.94	4.75	6.72	12.17	6.9
YDR079W	PET100	15.66	16.47	4.5	14.91	204.87	295.13	25.64
YDR079C-A	TFB5	9.27	7.27	7.8	10.35	8.92	17.11	11.44
YDR080W	VPS41	4.1	5.1	1.18	3.39	6.05	7.24	4.11
YDR081C	PDC2	12.97	11.8	1.8	3.35	11.35	10.84	11.42
YDR082W	STN1	8.86	5.48	1.08	3.61	13.51	14.72	12.18
YDR083W	RRP8	31.72	30.65	6.57	8.75	6.32	5.2	2.12
YDR084C	TVP23	8.96	10.29	8.09	14.22	18.07	15.35	11.04
YDR085C	AFR1	3.28	2.81	1.32	237.98	166.04	57.9	31.57
YDR086C	SSS1	100.68	103.91	93.14	134.95	299.52	229.81	85.09
YDR087C	RRP1	32.91	33.81	14.82	28.08	36.6	25.62	10.79
YDR088C	SLU7	12.32	10.19	2.11	19.94	14.94	11.25	13.79
YDR091C	RLI1	26.21	29.78	11.34	18.09	11.92	6.73	6.07
YDR092W	UBC13	30.17	30.14	24.09	44.79	53.16	125.76	47.29
YDR093W	DNF2	15.5	15.18	6.62	9.14	13.68	13.47	10.03
YDR096W	GIS1	11.45	14.63	3.59	192.58	1055.46	70.43	44.93
YDR097C	MSH6	10.09	13.61	3.4	5.26	5.9	4.71	2.68
YDR098C	GRX3	16.92	17.77	14.14	24.48	21.88	25.47	17.5
YDR099W	BMH2	35.84	42.46	34.4	89.26	167.04	123.72	73.13
YDR100W	TVP15	11.59	17.47	8.38	16.86	21.16	29.79	23.79
YDR101C	ARX1	38.35	37.96	8.23	12.1	8.28	3.46	3.58
YDR103W	STE5	10.52	9.06	2.3	10.32	13.5	18.66	19.58
YDR105C	TMS1	16.14	15.1	5.31	13.66	32.85	27.1	18.26
YDR107C	TMN2	3.28	4	2.2	3.87	4.59	2.79	4.34
YDR108W	GSG1	9.04	10.77	1.74	2.98	5.26	10.87	13.84
YDR110W	FOB1	10.73	10.92	1.53	2.3	5.79	5.29	3.82
YDR113C	PDS1	14.86	14.18	3.02	9.5	12.92	12.61	8.67
YDR116C	MRPL1	21.89	22.19	2.25	4.6	17.69	27.9	30.41
YDR117C	TMA64	17.31	21.38	5.61	8.93	13.76	19.84	15.29
YDR118W	APC4	5.7	5.77	1.07	1.55	8.23	13.26	6.88
YDR120C	TRM1	24.64	24.18	5.77	9.06	5.87	1.77	1.36
YDR121W	DPB4	23.28	26.87	5.31	13.82	12.64	21.58	13.77
YDR122W	KIN1	9.03	10.49	3.4	4.97	34.01	37.82	20.22
YDR127W	ARO1	56.35	48.83	36.31	65.51	63.36	37.62	13.12
YDR128W	YDR128W	15.49	16.04	5.82	8.6	6.23	7.89	8.93
YDR129C	SAC6	21.4	21.27	16.97	32.98	65.92	41.48	31.26
YDR130C	FIN1	6.59	5.5	0.9	2.39	5.04	6.08	5.22
YDR135C	YCF1	22.57	24.99	17.27	33.63	35.27	46.04	28.01
YDR137W	RGP1	24.69	17.65	3.08	5.23	18.38	24.84	14.97
YDR139C	RUB1	25.64	27.77	27.42	26.49	27.72	71.27	41.38
YDR140W	MTQ2	20.43	19.06	4.45	6.09	5.68	6.39	8.27
YDR141C	DOP1	19.56	17.98	6.47	9.49	4.47	8.04	13.79
YDR142C	PEX7	13.38	11.05	1.18	1.87	5.51	18.81	12.99
YDR143C	SAN1	16.09	18.35	2.33	4.22	7.54	9.84	10.33
YDR144C	MKC7	11.04	11.95	6.28	8.28	12.31	6.53	4.14
YDR145W	TAF12	20.15	20.98	4.44	9.95	20.39	16.56	16.22
YDR146C	SWI5	11.92	11.58	3.12	9.54	24.15	5.99	4.7
YDR147W	EKI1	12.51	10.95	2.2	10.13	20.35	19.51	13.22
YDR148C	KGD2	12.04	11.83	6.23	12.86	17.15	11.58	16.11
YDR150W	NUM1	19.76	16.82	10.48	22.05	22.9	29.8	20.54
YDR151C	CTH1	16.87	19.92	4.4	50.08	72.59	46.11	39.19
YDR152W	GIR2	52.52	47.12	14.14	61.15	51	70.88	35.06
YDR153C	ENT5	27.4	28.55	6.58	71.16	1307.61	119.12	34.08
YDR155C	CPR1	114.31	114.99	213.6	451.68	16178.62	1627.29	290.31
YDR156W	RPA14	72.02	78.36	59.46	2374.81	152.57	132.7	57.58
YDR158W	HOM2	51.5	49.46	71.67	127.72	177.42	109.67	42.24
YDR159W	SAC3	16.65	13.83	2.27	8.51	49.23	38.01	15.94
YDR162C	NBP2	9.69	11.42	1.36	3.71	5.46	11.23	11.51
YDR163W	CWC15	15.42	11.35	4.58	8.94	12.79	13.66	18.35
YDR164C	SEC1	10.3	9.9	2.99	7.3	27.94	21.98	7.49
YDR165W	TRM82	33.23	29.84	9.97	15.97	22.56	10.78	5.57
YDR166C	SEC5	11.69	12.67	2.81	5.49	6.92	10.96	9.8
YDR167W	TAF10	25.36	23.91	10.58	15.87	18.99	31.52	21.67
YDR168W	CDC37	18.06	19.48	11.4	21.47	34.64	42.09	20.93
YDR169C	STB3	14.5	15.27	3.39	16.1	48.05	40.08	41.05
YDR170C	SEC7	20.34	20.41	20.95	43.63	40.52	34.44	20.05
YDR171W	HSP42	1.75	1.36	9.41	455.71	11961.66	638.04	160.38
YDR172W	SUP35	43.12	39.35	21.1	46.6	47.74	23.57	21.19
YDR173C	ARG82	4.56	4.59	2.61	53.86	18.01	8.69	9.32
YDR174W	HMO1	42.73	37.03	34.7	81.2	126.31	84.34	40.43
YDR175C	RSM24	20.9	20.31	5.47	565.56	54.66	33.65	27.95
YDR176W	NGG1	28.3	21.03	5.93	49.37	61.45	44.42	25
YDR177W	UBC1	54.94	52.62	17.66	50.13	52.48	65.15	44.26
YDR178W	SDH4	17.58	17.3	11.6	82.77	134.59	112.37	60.43
YDR179C	CSN9	5.34	6.06	1.87	10.23	2.95	2.65	2.05
YDR180W	SCC2	16.48	17.48	4.33	9.39	12.49	18.69	14.11
YDR181C	SAS4	10.9	8.99	1.57	2.21	3.44	5.88	7.92
YDR182W	CDC1	1.36	1.49	1.21	1.85	4.02	5.72	3.99
